Country_Name,Country_Code,Time,Time_Code,Internet_users_per100person,Fixed_broadband_subscriptions,Fixed_broadband_subscriptions_per100people,Fixed_telephone_subscriptions,Fixed_telephone_subscriptions_per100people,ICT_goods_exports_%_total_goods_exports,ICT_goods_imports_%_total_goods_imports,ICT_service_exports_%_of_service_exports,ICT_service_exports_current_US$,Mobile_cellular_subscriptions,Mobile_cellular_subscriptions_per_100_people,Secure_Internet_servers,Secure_Internet_servers_per_1million_people
Canada,CAN,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,1975,YR1975,..,0,..,..,..,8278000,..,..,35.77997691,..,..,0,..
Canada,CAN,1976,YR1976,..,0,..,..,..,8614000,..,..,36.75670039,..,..,0,..
Canada,CAN,1977,YR1977,..,0,..,..,..,8920000,..,..,37.60690247,..,..,0,..
Canada,CAN,1978,YR1978,..,0,..,..,..,9271000,..,..,38.64494024,..,..,0,..
Canada,CAN,1979,YR1979,..,0,..,..,..,9595000,..,..,39.56235092,..,..,0,..
Canada,CAN,1980,YR1980,..,0,..,..,..,9979000,..,..,40.71224022,..,..,0,..
Canada,CAN,1981,YR1981,..,0,..,35.97816032,..,10294500,..,..,41.57076055,..,3279201044,0,..
Canada,CAN,1982,YR1982,..,0,..,37.61254754,..,10335442,..,..,41.32064158,..,3358722431,0,..
Canada,CAN,1983,YR1983,..,0,..,39.47330505,..,10468344,..,..,41.42934621,..,3835603044,0,..
Canada,CAN,1984,YR1984,..,0,..,40.96523015,..,11827271,..,..,46.30512952,..,4199961561,0,..
Canada,CAN,1985,YR1985,..,0.046433382,..,42.00630447,..,12480666,..,..,48.2932946,..,4547987553,12000,..
Canada,CAN,1986,YR1986,..,0.229211886,..,43.29256504,..,12948041,..,..,49.4640816,..,5235048158,60000,..
Canada,CAN,1987,YR1987,..,0.370663166,..,45.40330621,..,13444317,..,..,50.66196069,..,6061883010,98364,..
Canada,CAN,1988,YR1988,..,0.752880479,..,47.12685842,..,13975828,..,..,51.92702113,..,7506519402,202633,..
Canada,CAN,1989,YR1989,..,1.264765577,..,46.56567248,..,14647789,..,..,53.6709156,..,8247993310,345178,..
Canada,CAN,1990,YR1990,0.360999701,2.110674786,..,44.86365805,..,15295819,..,..,55.30383664,..,8468730858,583766,..
Canada,CAN,1991,YR1991,0.570385926,2.769888481,..,46.16010108,..,15814928,..,..,56.46279524,..,9227022014,775831,..
Canada,CAN,1992,YR1992,0.91598104,3.621301434,..,47.21168188,..,16246589,..,..,57.30875282,..,9540690085,1026611,..
Canada,CAN,1993,YR1993,1.184557509,4.648371087,..,49.44579232,..,16716802,..,..,58.29478498,..,10453895694,1332982,..
Canada,CAN,1994,YR1994,2.378693853,6.435664704,..,49.79398255,..,17250407,..,..,59.50213582,..,11361126278,1865779,..
Canada,CAN,1995,YR1995,4.163525253,8.840378661,..,50.2384016,..,17567000,..,..,59.96607123,..,12677916260,2589780,..
Canada,CAN,1996,YR1996,6.76023965,11.82226558,..,51.70685549,..,17974000,..,..,60.75095125,..,14683691782,3497779,..
Canada,CAN,1997,YR1997,15.07235736,14.04583637,..,31.22713429,..,18660000,..,..,62.47802304,..,9522559863,4195000,..
Canada,CAN,1998,YR1998,24.8974003,17.73689555,..,32.79499513,..,19294000,140000,0.464490344,64.01340493,..,10835420260,5346000,..
Canada,CAN,1999,YR1999,36.18644004,22.72196984,..,32.71348484,..,20380000,582000,1.913487734,67.0049485,..,11624437014,6911038,..
Canada,CAN,2000,YR2000,51.3,28.42909462,..,33.82923025,7.560204993,20840000,1410932,4.596255223,67.88843038,13.08854165,13595685181,8727000,..
Canada,CAN,2001,YR2001,60.2,34.36625958,162.6348454,33.54716375,5.015918115,21126000,2836000,9.152287743,68.17744388,10.93230308,13072745148,10649000,5055
Canada,CAN,2002,YR2002,61.59329927,37.94941948,..,35.2977757,4.023676139,20622000,3515000,11.2358667,65.91921568,9.566660803,14419307093,11872000,..
Canada,CAN,2003,YR2003,64.2,42.07126881,340.4785958,39.05029988,3.692528995,20612000,4513000,14.28542895,65.24512774,9.04260807,17674598427,13291000,10785
Canada,CAN,2004,YR2004,65.95596346,47.06386648,482.6066573,37.45932088,3.735134534,20563000,5416000,16.97056597,64.43237593,9.330763337,19919924297,15020000,15441
Canada,CAN,2005,YR2005,71.66,52.75959279,569.1074523,39.31912265,3.880085158,18148000,7004000,21.71574744,56.26747352,9.068479001,23698375848,17016600,18389
Canada,CAN,2006,YR2006,72.4,57.49320536,645.5533926,39.12282406,3.832815563,18236000,8044000,24.66653567,55.9198091,8.763457412,25967942430,18749100,21026
Canada,CAN,2007,YR2007,73.2,61.47310755,814.5542036,39.20367933,3.587910655,18282026,9075322,27.5128096,55.42391779,8.298564105,27889053093,20277400,26789
Canada,CAN,2008,YR2008,76.7,66.20487722,908.3861578,41.51114738,3.100938104,18250000,9842303,29.49455524,54.69000834,7.944421085,31338890370,22092500,30200
Canada,CAN,2009,YR2009,80.3,70.54830532,987.1665376,43.53124243,3.472304966,18708000,10290000,30.48652404,55.42681163,8.415555141,30052009951,23811900,33197
Canada,CAN,2010,YR2010,80.3,75.676078,1242.68959,42.6626703,2.764499706,18394000,10817103,31.69731854,53.89987294,8.430069514,32818405966,25825400,42258
Canada,CAN,2011,YR2011,83,77.82549309,1374.204418,42.40847409,2.483449743,18274000,11282579,32.71506237,52.98744638,7.985977744,36177681047,26840000,47194
Canada,CAN,2012,YR2012,83,79.56833775,1238.019358,42.80181392,2.270378032,17726000,11689914,33.5550875,50.88125379,7.322609116,38223565864,27720000,43023
Canada,CAN,2013,YR2013,85.8,80.61008074,1035.343006,42.65589925,2.092830395,16921000,12094461,34.3771325,48.09602173,7.297523954,38431025234,28360000,36398
Canada,CAN,2014,YR2014,87.12,81.0393165,1209.892353,42.20231604,1.93196885,16403600,12568000,35.37816978,46.17515482,6.871985823,36553168706,28789000,43004
Canada,CAN,2015,YR2015,88.47,81.93058776,1308.777635,40.64827843,..,15902000,13060000,36.4079534,44.3307255,..,31834034727,29389553,46922
Canada,CAN,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,1970,YR1970,..,0,..,10.56768559,..,69039000,..,..,32.89273314,..,1210000000,0,..
United States,USA,1971,YR1971,..,..,..,11.328125,..,..,..,..,..,..,1450000000,..,..
United States,USA,1972,YR1972,..,..,..,11.98501873,..,..,..,..,..,..,1600000000,..,..
United States,USA,1973,YR1973,..,..,..,10.68075117,..,..,..,..,..,..,1820000000,..,..
United States,USA,1974,YR1974,..,..,..,10.44776119,..,..,..,..,..,..,2170000000,..,..
United States,USA,1975,YR1975,..,0,..,11.6588084,..,80515000,..,..,36.69128488,..,2720000000,0,..
United States,USA,1976,YR1976,..,0,..,12.25525743,..,82802000,..,..,37.38660506,..,3380000000,0,..
United States,USA,1977,YR1977,..,0,..,11.16114506,..,85426000,..,..,38.2086434,..,3470000000,0,..
United States,USA,1978,YR1978,..,0,..,10.86036671,..,88431000,..,..,39.17408531,..,3850000000,0,..
United States,USA,1979,YR1979,..,0,..,9.531743722,..,91265000,..,..,40.03871496,..,3701300000,0,..
United States,USA,1980,YR1980,..,0,..,9.842271293,..,94282000,..,..,40.96076573,..,4680000000,0,..
United States,USA,1981,YR1981,..,..,..,10.00873362,..,105559222,..,..,45.41324364,..,5730000000,..,..
United States,USA,1982,YR1982,..,..,..,19.36240038,..,107519214,..,..,45.80303981,..,12390000000,..,..
United States,USA,1983,YR1983,..,..,..,19.60448458,..,110612689,..,..,46.65625244,..,12590000000,..,..
United States,USA,1984,YR1984,..,0.038253436,..,18.68830329,..,112550739,..,..,47.00275682,..,13290000000,91600,..
United States,USA,1985,YR1985,..,0.140659444,..,18.79796971,..,115985813,..,..,47.9537818,..,13740000000,340213,..
United States,USA,1986,YR1986,..,0.279060364,..,15.13512267,..,118289121,..,..,48.41389673,..,13122000000,681825,..
United States,USA,1987,YR1987,..,0.498659917,..,13.71044576,..,122789249,..,..,49.7459707,..,13527000000,1230855,..
United States,USA,1988,YR1988,..,0.829863407,..,14.09187215,..,127086765,..,..,50.96287151,..,15630000000,2069441,..
United States,USA,1989,YR1989,..,1.39281703,..,14.85763725,..,131504568,..,..,52.1985537,..,18890000000,3508944,..
United States,USA,1990,YR1990,0.784728502,2.075802366,..,14.4258082,..,136114201,..,..,53.48158981,..,21330000000,5283055,..
United States,USA,1991,YR1991,1.163193726,2.939643902,..,15.94423475,..,139412884,..,..,54.230013,..,26190000000,7557148,..
United States,USA,1992,YR1992,1.724202539,4.249049037,..,15.30710289,..,143341581,..,..,55.20520642,..,27130600000,11032753,..
United States,USA,1993,YR1993,2.271673294,6.103716586,..,14.85775452,..,148106159,..,..,56.46648686,..,27622200000,16009461,..
United States,USA,1994,YR1994,4.862780635,9.104921407,..,16.37346241,..,153447946,..,..,57.88957972,..,32811600000,24134421,..
United States,USA,1995,YR1995,9.237088297,12.6047249,..,15.82158189,..,159659000,..,..,59.56544027,..,34679800000,33785661,..
United States,USA,1996,YR1996,16.41935296,16.23815248,..,16.44047346,..,166446000,..,..,61.36675562,..,39377400000,44042992,..
United States,USA,1997,YR1997,21.61640097,20.14238484,..,17.94113857,..,173867000,..,..,63.31496735,..,45946000000,55312293,..
United States,USA,1998,YR1998,30.09319659,24.89063952,..,18.71315652,..,179850000,705900,0.253871909,64.68177196,..,49172000000,69209321,..
United States,USA,1999,YR1999,35.84872446,30.57610298,..,19.63028753,..,189502000,2754286,0.978713139,67.33799511,..,53266000000,86047003,..
United States,USA,2000,YR2000,43.07916264,38.46809105,..,18.15264032,20.07732623,192513000,7069874,2.484192986,67.64469132,17.39625824,52712000000,109478031,..
United States,USA,2001,YR2001,49.08083159,44.69057874,274.1561796,20.76946351,17.58034169,191570800,12792812,4.449168654,66.62575815,14.99686057,56975000000,128500000,78126
United States,USA,2002,YR2002,58.78540388,48.85103822,..,21.53731593,16.07674822,189250143,19881549,6.849325177,65.19792644,14.82313935,60449000000,141800000,..
United States,USA,2003,YR2003,61.69711712,54.84681409,477.4567816,21.66933359,15.87254189,182933281,27744342,9.47284105,62.45950593,14.05552354,62835000000,160637000,138514
United States,USA,2004,YR2004,64.75825648,62.54719598,676.5519659,20.52354844,15.17249497,177690711,37352520,12.6409914,60.13481149,14.17134292,69362000000,184819000,198098
United States,USA,2005,YR2005,67.96805292,68.31769507,785.1640171,19.78960011,14.25819801,175160940,51156350,17.15701483,58.74615458,13.66880303,73816000000,203700000,232029
United States,USA,2006,YR2006,68.93119327,76.29353842,870.9735125,20.58909632,13.53035477,167459899,60237701,20.01632123,55.64507072,13.46385801,85803000000,229600000,259881
United States,USA,2007,YR2007,75,82.06414479,1061.762502,21.00230552,11.71740258,158418151,71704000,23.60339927,52.1478142,12.80473188,1.03E+11,249300000,319836
United States,USA,2008,YR2008,74,85.20916517,1174.78819,21.74396934,10.61625756,162763000,77130000,25.15186724,53.07653789,11.8362551,1.16E+11,261300000,357246
United States,USA,2009,YR2009,71,88.62364611,1235.078761,23.36553408,10.70842047,152873000,79992000,25.84623436,49.39483181,14.3971175,1.20E+11,274283000,378887
United States,USA,2010,YR2010,71.69,91.31165202,1444.954042,22.37853478,10.55514221,149652000,84522000,27.06894497,47.92742425,14.43983674,1.26E+11,285118000,446992
United States,USA,2011,YR2011,69.72946076,94.44042596,1562.526581,22.57769056,9.509209268,143319000,88317000,28.04499973,45.51084521,12.9821251,1.42E+11,297404000,487069
United States,USA,2012,YR2012,74.7,96.01037609,1473.190499,23.29211424,9.031576768,138595000,92514000,29.13778444,43.65124451,12.96659732,1.53E+11,304838000,462733
United States,USA,2013,YR2013,71.4,97.07773939,1304.738485,22.23191641,8.876658024,133233000,96031000,30.00493209,41.62871487,13.14695383,1.56E+11,310698000,412855
United States,USA,2014,YR2014,73,110.2041935,1547.960312,22.04631501,8.965921416,128495000,97810000,30.32087809,39.83315848,13.06124507,1.64E+11,355500000,493656
United States,USA,2015,YR2015,74.55,117.5867444,1649.900277,22.7129619,..,121991000,102516000,31.53100176,37.52095708,..,1.71E+11,382307000,530309
United States,USA,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
