Country_Name,Country_Code,Time,Time_Code,Internet_users_per100person,Fixed_broadband_subscriptions,Fixed_broadband_subscriptions_per100people,Fixed_telephone_subscriptions,Fixed_telephone_subscriptions_per100people,ICT_goods_exports_%_total_goods_exports,ICT_goods_imports_%_total_goods_imports,ICT_service_exports_%_of_service_exports,ICT_service_exports_current_US$,Mobile_cellular_subscriptions,Mobile_cellular_subscriptions_per_100_people,Secure_Internet_servers,Secure_Internet_servers_per_1million_people
Colombia,COL,2006,YR2006,15.34167454,628077,1.432612621,7860205,17.92873945,0.255473009,11.92449524,19.3287054,725061025.2,29762715,67.88728318,270,6.159357076
Colombia,COL,2007,YR2007,21.8,1207090,2.712659941,7924098,17.80760607,0.147079063,10.87936489,16.47774049,655096012,33941118,76.27493489,354,7.977528249
Colombia,COL,2008,YR2008,25.6,1772088,3.924626377,7928944,17.56015658,0.149881345,10.14282283,18.01363001,824286531.6,41364753,91.61012359,472,10.51186081
Colombia,COL,2009,YR2009,30,2114782,4.617169769,7473867,16.31757447,0.222752624,8.811075072,18.69663915,856640200.5,42159613,92.04640981,552,12.15423299
Colombia,COL,2010,YR2010,36.5,2643033,5.690697589,7186165,15.47248628,0.149130648,9.629864958,17.08849006,873721860.1,44477653,95.76455258,663,14.43875042
Colombia,COL,2011,YR2011,40.35091575,3348142,7.111784007,7126730,15.13787779,0.097547674,8.500468708,14.12651579,796152772.4,46200421,98.13425332,996,21.46253561
Colombia,COL,2012,YR2012,48.98,3938657,8.25637629,7066130,14.81231501,0.121466727,8.973108094,17.02239665,1094568638,49066359,102.8549384,1357,28.94561718
Colombia,COL,2013,YR2013,51.7,4537621,9.39049889,7141461,14.77908393,0.154412167,9.947490995,15.66286991,1076017731,50295114,104.0845439,1618,34.17657881
Colombia,COL,2014,YR2014,52.57,5028595,10.27718213,7180937,14.67602728,0.17635286,10.16657195,14.51132633,1001235823,55330272,113.0811454,2253,47.1423798
Colombia,COL,2015,YR2015,55.90497251,5525511,11.15606573,7109254,14.35365976,..,..,13.54461807,967646392.1,57327470,115.7447743,2763,57.28953446
Colombia,COL,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1970,YR1970,..,..,..,858796,1.62073255,..,..,..,..,0,0,..,..
Mexico,MEX,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,1975,YR1975,..,..,..,1644499,2.66495295,..,..,..,..,0,0,..,..
Mexico,MEX,1976,YR1976,..,..,..,1849373,2.913031677,..,..,..,..,0,0,..,..
Mexico,MEX,1977,YR1977,..,..,..,2079483,3.18639555,..,..,..,..,0,0,..,..
Mexico,MEX,1978,YR1978,..,..,..,2314593,3.453953001,..,..,..,..,0,0,..,..
Mexico,MEX,1979,YR1979,..,..,..,2556918,3.721023817,..,..,..,..,0,0,..,..
Mexico,MEX,1980,YR1980,..,..,..,2699732,3.837407788,..,..,..,..,0,0,..,..
Mexico,MEX,1981,YR1981,..,..,..,2943882,4.093484756,..,..,..,..,0,0,..,..
Mexico,MEX,1982,YR1982,..,..,..,3116239,4.244647282,..,..,..,..,0,0,..,..
Mexico,MEX,1983,YR1983,..,..,..,3314409,4.4262748,..,..,..,..,0,0,..,..
Mexico,MEX,1984,YR1984,..,..,..,3499957,4.584029208,..,..,..,..,0,0,..,..
Mexico,MEX,1985,YR1985,..,..,..,3704432,4.757851543,..,..,..,..,0,0,..,..
Mexico,MEX,1986,YR1986,..,..,..,3899168,4.910159043,..,..,..,..,0,0,..,..
Mexico,MEX,1987,YR1987,..,..,..,4122681,5.08978147,..,..,..,..,0,0,..,..
Mexico,MEX,1988,YR1988,..,..,..,4387436,5.309394776,..,..,..,..,1500,0.001815204,..,..
Mexico,MEX,1989,YR1989,..,..,..,4847166,5.748064725,..,..,..,..,8500,0.010079818,..,..
Mexico,MEX,1990,YR1990,0,..,..,5354500,6.220592901,..,..,..,..,63926,0.074266061,..,..
Mexico,MEX,1991,YR1991,0.005880695,..,..,6024800,6.85492497,..,..,..,..,160898,0.183067275,..,..
Mexico,MEX,1992,YR1992,0.01730781,..,..,6753652,7.524296799,..,..,..,..,312647,0.348322481,..,..
Mexico,MEX,1993,YR1993,0.028305042,..,..,7620880,8.314852017,..,..,..,..,386132,0.421293924,..,..
Mexico,MEX,1994,YR1994,0.043339167,..,..,8492521,9.078873023,..,..,12.14576004,1958420000,569251,0.608553991,..,..
Mexico,MEX,1995,YR1995,0.10256419,..,..,8801030,9.22610943,..,..,10.078142,1481890000,688513,0.721767371,..,..
Mexico,MEX,1996,YR1996,0.20040628,..,..,8826148,9.080255967,..,..,..,..,1021900,1.051320868,..,..
Mexico,MEX,1997,YR1997,0.62731154,..,..,9253715,9.350156441,..,..,..,..,1740814,1.758956617,..,..
Mexico,MEX,1998,YR1998,1.265783278,..,..,9926879,9.8599431,..,..,14.16599069,1623796000,3349475,3.326889843,..,..
Mexico,MEX,1999,YR1999,1.857436221,..,..,10927385,10.67995386,..,..,14.88539847,1717133000,7731635,7.556565917,..,..
Mexico,MEX,2000,YR2000,5.081384153,15000,0.014440627,12331676,11.87180878,20.90953692,17.40113051,12.8554598,1732938000,14077880,13.55289414,..,..
Mexico,MEX,2001,YR2001,7.038023117,50000,0.047465406,13774146,13.07590857,22.06184116,18.90653072,9.293194453,1156598737,21757559,20.65462731,259,2.484661222
Mexico,MEX,2002,YR2002,11.9,231486,0.216902229,14975085,14.03164477,20.73997913,17.29867231,6.478478744,812778926,25928266,24.29476815,..,..
Mexico,MEX,2003,YR2003,12.9,428371,0.396433112,16330066,15.11255169,19.31120959,17.3921073,3.867743225,481026091,30097700,27.85371761,416,3.891909037
Mexico,MEX,2004,YR2004,14.1,1057282,0.966599943,18073238,16.52311382,19.68440154,18.40980629,3.301710326,452529943,38451135,35.15321825,634,5.856389758
Mexico,MEX,2005,YR2005,17.21,1922352,1.736042897,19512024,17.62097195,17.98881622,17.14295814,..,..,47128746,42.56115672,863,7.863475773
Mexico,MEX,2006,YR2006,19.52,3020000,2.693622058,19861299,17.71484539,18.76937335,17.54099669,..,..,55395461,49.40875353,1038,9.319207892
Mexico,MEX,2007,YR2007,20.81,4504422,3.967611364,19997903,17.61467003,17.71361898,13.50520036,..,..,66559462,58.62729509,1404,12.40947294
Mexico,MEX,2008,YR2008,21.71,7532633,6.551936578,20491430,17.82358835,19.53446412,16.11243204,..,..,75303469,65.49948112,1667,14.49907887
Mexico,MEX,2009,YR2009,26.34,9641168,8.281171708,19505573,16.7540903,21.66364602,19.599314,..,..,83193574,71.45817512,1853,15.86260576
Mexico,MEX,2010,YR2010,31.05,10582865,8.977171786,19918643,16.89647179,20.16678202,19.22545736,..,..,91383493,77.51826326,2337,19.70197629
Mexico,MEX,2011,YR2011,37.17629541,11566069,9.689971115,19996800,16.75317814,16.99510788,17.28430582,..,..,94583253,79.24118294,3079,25.58046831
Mexico,MEX,2012,YR2012,39.75,13077276,10.8213066,20587800,17.03618521,16.85875525,16.50742282,..,..,100727228,83.35070827,3392,27.78711593
Mexico,MEX,2013,YR2013,43.46,12295322,10.0507487,19863814,16.23757415,16.2663969,17.10787051,..,..,106748021,87.26062913,3236,26.15158517
Mexico,MEX,2014,YR2014,44.39,12669163,10.23363759,19145837,15.46523296,16.0295087,16.33825402,..,..,104798294,84.65182433,4277,34.11071169
Mexico,MEX,2015,YR2015,57.43104299,14584424,11.6455908,19886949,15.87963092,..,..,..,..,106831487,85.30441671,4974,39.16004337
Mexico,MEX,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1970,YR1970,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,1975,YR1975,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1976,YR1976,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1977,YR1977,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1978,YR1978,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1979,YR1979,..,..,..,..,..,..,..,..,..,0,0,..,..
Bolivia,BOL,1980,YR1980,..,..,..,135100,2.516343661,..,..,..,..,0,0,..,..
Bolivia,BOL,1981,YR1981,..,..,..,142000,2.583174583,..,..,..,..,0,0,..,..
Bolivia,BOL,1982,YR1982,..,..,..,148100,2.631323193,..,..,..,..,0,0,..,..
Bolivia,BOL,1983,YR1983,..,..,..,150000,2.602958731,..,..,..,..,0,0,..,..
Bolivia,BOL,1984,YR1984,..,..,..,157719,2.673145849,..,..,..,..,0,0,..,..
Bolivia,BOL,1985,YR1985,..,..,..,158746,2.627915673,..,..,..,..,0,0,..,..
Bolivia,BOL,1986,YR1986,..,..,..,159774,2.583483711,..,..,..,..,0,0,..,..
Bolivia,BOL,1987,YR1987,..,..,..,164248,2.594255545,..,..,..,..,0,0,..,..
Bolivia,BOL,1988,YR1988,..,..,..,165296,2.550288415,..,..,..,..,0,0,..,..
Bolivia,BOL,1989,YR1989,..,..,..,169932,2.560891475,..,..,..,..,0,0,..,..
Bolivia,BOL,1990,YR1990,0,..,..,182686,2.688913204,..,..,..,..,0,0,..,..
Bolivia,BOL,1991,YR1991,..,..,..,204059,2.933257781,..,..,..,..,295,0.004240494,..,..
Bolivia,BOL,1992,YR1992,..,..,..,208034,2.920474713,..,..,..,..,1551,0.021773635,..,..
Bolivia,BOL,1993,YR1993,..,..,..,231739,3.177664926,..,..,..,..,2659,0.036460894,..,..
Bolivia,BOL,1994,YR1994,..,..,..,242823,3.25335457,..,..,..,..,4056,0.054342489,..,..
Bolivia,BOL,1995,YR1995,0.066807568,..,..,246881,3.233389589,..,..,..,..,7229,0.094677895,..,..
Bolivia,BOL,1996,YR1996,0.196081174,..,..,348595,4.465186354,..,..,..,..,33400,0.427823762,..,..
Bolivia,BOL,1997,YR1997,0.447839036,..,..,384530,4.819564929,..,..,22.41847826,72600000,118433,1.484397923,..,..
Bolivia,BOL,1998,YR1998,0.626484062,..,..,452381,5.550541372,..,..,18.99752475,61400000,239272,2.935775674,..,..
Bolivia,BOL,1999,YR1999,0.981815187,..,..,502568,6.038733021,..,..,14.48705343,44200000,420344,5.050749735,..,..
Bolivia,BOL,2000,YR2000,1.442763585,..,..,510755,6.012227273,0.185925383,6.990445538,11.84533378,39200000,582620,6.858168503,..,..
Bolivia,BOL,2001,YR2001,2.120462534,..,..,524391,6.048990745,0.803221249,6.801003403,10.77578275,35780000,779917,8.996551647,5,0.588486058
Bolivia,BOL,2002,YR2002,3.117192947,3330,0.037655413,590638,6.67889431,0.139195315,4.815404394,8.351063773,30980000,1023333,11.57177993,..,..
Bolivia,BOL,2003,YR2003,3.508596401,5740,0.06365904,610261,6.768053853,0.090057415,3.316501102,7.125458094,33386000,1278844,14.18292347,10,1.13501967
Bolivia,BOL,2004,YR2004,4.439924601,8723,0.094943081,625428,6.807298089,0.068796597,4.257970863,7.662257525,39672000,1800789,19.60018982,16,1.784173047
Bolivia,BOL,2005,YR2005,5.227583957,12973,0.138678819,646291,6.908723724,0.043363936,3.856706769,6.600763115,43378000,2421402,25.88431131,22,2.410851902
Bolivia,BOL,2006,YR2006,6.200671255,17589,0.184808973,666553,7.003523548,0.029378582,3.551691315,7.626130921,52422000,2876143,30.21985533,25,2.69299482
Bolivia,BOL,2007,YR2007,10.49924432,33977,0.351130621,678198,7.008743697,..,3.820908933,9.619765849,66560000,3254410,33.63225131,36,3.81296072
Bolivia,BOL,2008,YR2008,12.5,79314,0.806520334,788972,8.022820192,3.77E-05,3.402686105,9.870593408,74190000,5038600,51.23601575,37,3.854200391
Bolivia,BOL,2009,YR2009,16.8,96134,0.961974326,804217,8.047476506,1.84E-05,3.63155345,10.80777082,77830000,6464390,64.68655431,39,3.996393409
Bolivia,BOL,2010,YR2010,22.4,95948,0.944686121,851203,8.380786052,2.56E-06,3.462416197,11.06692323,78320000,7179293,70.68598048,79,7.965118829
Bolivia,BOL,2011,YR2011,30,73542,0.712309475,878483,8.508767299,5.66E-05,3.434803526,9.829926282,93191470.11,8353273,80.90771949,96,9.525474592
Bolivia,BOL,2012,YR2012,35.34,116708,1.111898162,880371,8.387453275,1.59E-06,3.414617012,9.707707196,109227928.2,9493207,90.44349501,102,9.962141907
Bolivia,BOL,2013,YR2013,36.99,154098,1.444055027,874381,8.193839493,..,3.021365097,10.15159112,123235693.7,10425704,97.69945273,95,9.13467599
Bolivia,BOL,2014,YR2014,34.6,172783,1.592812978,876111,8.076494626,..,3.730869684,8.530362714,114884325.4,10450341,96.33724828,136,12.87648694
Bolivia,BOL,2015,YR2015,45.1,180951,1.641350074,881084,7.992038113,..,..,8.163021941,103043658.5,10162829,92.1838516,169,15.75800919
Bolivia,BOL,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1967,YR1967,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1968,YR1968,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1969,YR1969,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1970,YR1970,..,..,..,237000,2.474182118,..,..,..,..,0,0,..,..
Chile,CHL,1971,YR1971,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1972,YR1972,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1973,YR1973,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1974,YR1974,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,1975,YR1975,..,..,..,297000,2.848529583,..,..,20.16129032,50000000,0,0,..,..
Chile,CHL,1976,YR1976,..,..,..,308000,2.911043336,..,..,23.90572391,71000000,0,0,..,..
Chile,CHL,1977,YR1977,..,..,..,325000,3.028959556,..,..,35.25179856,147000000,0,0,..,..
Chile,CHL,1978,YR1978,..,..,..,345000,3.171438885,..,..,..,..,0,0,..,..
Chile,CHL,1979,YR1979,..,..,..,351000,3.181861035,..,..,29.42675159,231000000,0,0,..,..
Chile,CHL,1980,YR1980,..,..,..,363000,3.243276857,..,..,48.29770388,610000000,0,0,..,..
Chile,CHL,1981,YR1981,..,..,..,386706,3.40313779,..,..,46.50170648,545000000,0,0,..,..
Chile,CHL,1982,YR1982,..,..,..,404196,3.501574901,..,..,47.32905983,443000000,0,0,..,..
Chile,CHL,1983,YR1983,..,..,..,436860,3.723771601,..,..,45.92220828,366000000,0,0,..,..
Chile,CHL,1984,YR1984,..,..,..,481002,4.033002737,..,..,36.44578313,242000000,0,0,..,..
Chile,CHL,1985,YR1985,..,..,..,537089,4.428885534,..,..,30.43955409,210800000,0,0,..,..
Chile,CHL,1986,YR1986,..,..,..,557987,4.524816684,..,..,41.00628206,426900000,0,0,..,..
Chile,CHL,1987,YR1987,..,..,..,580795,4.63105972,..,..,38.57416268,403100000,0,0,..,..
Chile,CHL,1988,YR1988,..,..,..,625466,4.902887374,..,..,30.40645931,331400000,0,0,..,..
Chile,CHL,1989,YR1989,..,..,..,645863,4.975436468,..,..,31.94394655,490100000,4886,0.037639534,..,..
Chile,CHL,1990,YR1990,0,..,..,864155,6.539727394,..,..,24.47378389,452300000,13921,0.105350944,..,..
Chile,CHL,1991,YR1991,..,..,..,1056027,7.847723282,..,..,25.67357878,546000000,36136,0.268539847,..,..
Chile,CHL,1992,YR1992,0.036548938,..,..,1283048,9.360882823,..,..,24.06779661,568000000,64438,0.470127826,..,..
Chile,CHL,1993,YR1993,0.071783144,..,..,1520291,10.89160216,..,..,25.56567384,642900000,85186,0.610285808,..,..
Chile,CHL,1994,YR1994,0.141084507,..,..,1587000,11.172338,..,..,26.45515687,751300000,115691,0.814454288,..,..
Chile,CHL,1995,YR1995,0.346980781,..,..,1818000,12.5899379,..,..,27.06351826,902000000,197314,1.366430697,..,..
